class,text
pos,"The debut album by this Manchester, U.K.-based quartet follows a series of EPs and includes re-recorded versions of several tracks (?The City,? ?Sex,? ?Chocolate?). Their sound is hard to pin down; while it?s primarily built around guitars, bass and drums, there are synths underpinning nearly every song, and the rhythms have a bounce lifted from urban pop??Chocolate? has an almost boy-band buoyancy, making it an ideal summer single. Their major-key melodies and ?80s guitar sounds avoid the moody post-punk dress-up games played by too many current bands, recalling instead new wave-era outfits like General Public, Fun Boy Three and Wang Chung. ?Robbers? could have fit right in on the soundtrack to a John Hughes teen-angst movie, and they?re successfully anthemic on ?She Way Out,? like a nerdy, English version of the Gaslight Anthem. But when they try on modern, digitally glitchy production on ?Menswear,? by contrast, it feels (ironically, given the track?s title) like they?re struggling in ill-fitting clothes."
pos,"A few years back, an extraordinary proposition by the name of Palladium was set before the British public. Or, rather, it was flashed ever so briefly in front of them before it was decided this was a proposition in which the public had no interest. Palladium's debut album, despite being sent out to the media repeatedly, backed by a press campaign that verged on the hysterical, was never actually released, and Palladium ceased to be. They were an odd affair, seemingly transported from the mid-80s, the kind of band who wouldn't make much sense unless their videos were filmed on yachts, with the members wearing silk jackets with the sleeves not rolled but pushed up their arms; you could imagine them on the Swap Shop sofa telling Noel Edmonds they wanted to sound like both Chic and the Sex Pistols. They had some memorable songs and some sharp lyrics, but it was hard to avoid the suspicion that they were to Duran Duran what the Darkness were to Judas Priest: a fond and elaborate practical joke. They looked as if they should have been appearing in a nightclub scene in Dynasty rather than cropping up on Molly Ringwald's turntable in a John Hughes movie.
The 1975 look to roughly the same period on their debut album, and also offer up some memorable songs with some sharp lyrics. You can even imagine them saying they want to embrace both the Sex Pistols and Chic. At times, their debut is so precisely calibrated to 1983 that you can all but hear Tommy Vance's voice: ""This is the Radio 1 official top 40 ? and that was the 1975, tasting good in that all-important No 15 slot with Chocolate ?"" So why is their debut expected to go high in the charts, with sellout shows in big venues to come, while Palladium's didn't even get released?
""We're massive fans of John Hughes,"" singer Matt Healy has said. ""We wanted to make a record [that] was almost a soundtrack to our teenage years. If he made a movie about us, this would be the soundtrack."" If no one watches Dynasty anymore, except perhaps in chance encounters at the outer edge of the Sky Plus planner, then the legacy of Hughes's ensemble movies about teenage and young adult life lives on, as was evident in the responses to his death in 2009. Brat Pack movie archetypes ? wry girls on drugs, lotharios lying to themselves, guys trying to up the sexual ante ? inhabit Healy's lyrics, which at their best are closely observed and tart, without ever tipping over into cynicism for the sake of it ? much like Hughes's better films.
There's quite a lot of sex and quite a lot of drugs here, but when Healy gets it right, he captures the cadences of people who are slightly wearied by the pressure to have A Good Time, lest real life catch up, like the lad in Sex, who's wondering if there's any point getting a blowjob from a girl who already has a boyfriend: ""And I'm not trying to stop you love/ But if we're going to do anything we might as well just fuck."" Better still is Menswear, with the pissed-and-pilled protagonist surveying the guests at a wedding ? ""He looks just like me, but he's six foot three, so I reckon you could knock him out"" ? and telling the groom what he thinks of his bride, set on top of a weirdly wobbling instrumental arrangement that sounds cheerfully drunk. Those lyrics look a bit sub-Alex Turner quoted so baldly, but the best of the writing here ? and it works better at length ? is fabulous.
The four EPs the 1975 have released over the past year have made the case that they fancy themselves as artists, not just pop singers, with ambient interludes and their careful self-presentation in monochrome. There are ambient interludes here, too ? the title track, An Encounter, 12 ? but they're just dots of flavour: the emphasis is on pop. There have been labradors less bouncy and excitable than Girls; Heart Out continues Noah and the Whale's recent revival of four-to-the-floor drivetime pop rock, albeit with compaints about ""your obsession with rocks and brown/ and fucking the whole town"". It doesn't always work: Robbers is a power ballad so bland that the mention of a gun in the first verse has one pleading for Chekhov's maxim to be ignored: don't wait for the third act to use it, pull the trigger now and let's pretend the whole song never happened. It's a salutary reminder that if you time travel back to the 80s, you risk returning with Mr Mister and Cutting Crew spliced into your DNA.
What first appears to be a weakness for the 1975 might turn out to be a strength. You wouldn't call theirs the most distinctive of sounds: you can point to almost all the elements of most any song here and tell where it came from. If that suggests there's still some musical character to be formed, it also means there's space to form it: they haven't got the curse of the sui generis band, condemned always to churn out decreasingly exciting simulacrums of their original statement. For the 1975, what comes next might be even better.

"
pos,"The 1975 have made much of their eclecticism, the way that YouTube has effectively telescoped all of pop history into one big stylistic marketplace. Which raises the obvious question: then why settle on a sound like this ? a blend of electropop and slick guitar work, which suggests that they should have called themselves The 1985. With their lyrical focus on teen sex, money and the misplaced glamour of crime, at times it's like ?Girls Just Wanna Have Fun?, for boys. Which is fine as far as it goes: ?Tell me what you need at 17,? sings Matthew Healy, ?Just girls, breaking hearts?. But the infectious pop thrill that attends the singles ?The City?, ?Sex? and ?Chocolate? soon tarnishes through the sort of repetition that suggests their eclecticism isn't quite as broad as they imagine."
neg,"The 1975 could use some enunciation lessons and an editor: Their debut, a Top 40 hit in America, is a long, often inscrutable set that rifles through synth-rock references like Neon Trees doing a poor M83 impression. Their would-be smash, ""Sex,"" isÿLCD Soundsystem'sÿ""All My Friends"" viaÿthe Killers'ÿ""Somebody Told Me,"" but the LP mostly forces unconvincing emo lyrics into a bloopy 1980s package."
pos,"No one has captured the 80's since the 80's like the 1975. Tight grooves, big hooks, synth flourishes, and spanky guitar adorned with angsty, coming of age lyrics delivered by an actual fledgling rock star. But it's no throwback - every note, every beat sounds modern and fresh. The production is exquisite, glossy at times yes, but the overall vibe is intoxicating, with huge tracks like ""Chocolate"" ""Sex"" ""The City"" ""Robbers"" ""Pressure"" and ""Girls."" Perhaps not as instantly likable, other tracks such as ""Settle Down"" ""Heart Out"" and ""Talk!"" grow to be infectious. The 1975's world is a world you want to live in. They've brought back the high art of making music that we saw in the 1980's. Back in 2013 I thought this was the best album of year. I stand by that still heading into 2018. A stunning debut."
pos,The 1975's debut album is a bleak and honest work of art that will reach out to its demographic in a very unique way.
pos,"A good album in the ""12 3 minute pop songs"" genre, although there are 16 tracks. Lots of upbeat stuff like ""Chocolate"", ""M.O.N.E.Y."" and ""Settle Down"". A couple of short tracks are a bit pointless but it's well worth a listen."
pos,"Somewhat a combination of their earliest work and that of their EP releases, the 1975's debut LP is a great pop/rock record that can really deliver to a widespread audience.
With engaging guitar-lick hooks on tracks like ""Settle Down"" and ""Chocolate,"" pop-punk style bangers like ""Sex,"" and synthed-up vocals and bass synth cuts like ""Menswear,"" there's really something for almost everyone here. Much more sophisticated than they may lead off, the 1975's musicianship, lyrics, and Crossey's production tecnique, make for a unique and sincere record album."
pos,"Punchy, catchy, unique. The 1975 put an emphasis on groove, much akin to the likes of Maroon 5, but with a little John Mayer guitar flair and 80s synth pop to put a little gloss on top of it all. ""Chocolate"", ""Girls"", ""Robbers"" round out my favorites."
pos,"This band surprised me, not a big fan of this genre of music, however this record has it all. The new record by The 1975 has huge bombastic beats great catchy vocals and should go down as one of the best albums of the year."
pos,"The 1975's followup is a bit long, but brilliantly produced, with more of the impeccable mixing, immersive soundscapes, visceral tones, and wordy yet wonderfully written lyrics that the band has to offer."
pos,"This album was hard to pin down into any genre for me. First off, let me say that I do not like the lead single 'Love Me"". I think it's a horrible song. That being said, it's also the worst song on this album, so getting past it and finding some good tracks on here was quite a pleasant surprise for me. I enjoyed the ambient interludes and I thought the album was at it's strongest when Healy and the band slowed things down. 

I came into this album having only ever heard the band's hit singles, like ""Chocolate"" and 'Sex"". I walked away from this album with a little more respect for the group.

"
pos,"While I do feel that I like it When You Sleep... is a weaker album than the self titled debut it still has it?s moments and is very enjoyable in places. While there is nothing as lyrically passionate as Sex or any riffs and gorgeous as the one of Robbers, there are still some great songs on here. The Sound and Paris are rally catchy and passionately sung by Healy. I personally adore the 80?s influences. Somebody Else is another really moving song. In particular I like the 80?s Roxy Music vibe this album has.

Unfortunately the bad songs do outnumber the good. Songs such as Love Me, where the riff on is a rip off, off Let?s Dance by David Bowie and the last song, the religious themed If I Believe in You and the acoustic She Lays down just don?t work. Like with the debut, the instrumental, filler songs are completely forgettable and add nothing to the overall listen and lyrically the album is immature in places. Lost my head in particular is incredibly irritating with its spoken vocals and dragged out synth tone. To conclude I like it When You Sleep has some gems but is a frustrating listen as at 73 minutes it?s too long and self-indulged. "
pos,"The 1975 are all over the map when it comes to style. They're stuck somewhere between Maroon 5, Michael Jackson, and INXS. Their punchy & funky pop/rock can strike some excellent cords, evidenced by the superb ""UGH"" and ""The Sound"". This band may have put out a few too many tracks (which devoted fans won't mind) but with so much selection comes ample opportunity to pick and pull your favorites and still come away with a decent amount to listen to. My biggest complaint is that the band doesn't seem to keep things faster in pace throughout the album, often giving way to slower ballads when the band is clearly at their best when things are punchier and faster (see ""Love Me"" and ""She's American""). Some of the slower numbers to eventually catch on (""If I Believe You"", ""Loving Someone"") but much of the rest are perhaps left alone or as background ""mood"" music - some of the content on I Like It When You Sleep cater to that purpose rather well.

I like what's going on here, I just think The 1975 need to focus their efforts a bit more, find more up-tempo numbers to throw onto a disc and use the slower stuff as momentum shifters - keeping the album fresh throughout. These guys are clearly gifted at setting a groove."
neg,"As others have said, it's hard to pinpoint the genre of this album. Whilst, the use of various genres might have worked for Beyonce on her latest effort, these varying tracks do not work together in creating an effective album. 

This album might contain some interesting tracks, but they are few and far between. For an album over 70 minutes in length, you'd hope to it to be more engaging.

'The Sound' - The band's most played track on Spotify, has too much going on, that doesn't fit together for it to be remotely listenable.

The band did deliver, however, with tracks like 'Love Me' and 'She's American'. 'Love Me' is extremely self aware, and gave us a catchy, INXS-like, riff.

The 1975 could have cut the majority of this album and created a very effective EP."
